27971	0.01	0.84	0.55	0.98
19919	0.36	0.54	0.52	0.88
24805	0.39	0.69	-0.01	-0.95
29247	0.98	0.28	0.46	-0.22
22483	0.53	0.24	-0.56	0.45
24942	0.37	0.12	0.55	0.51
34580	0.55	0.94	0.46	0.75
34434	0.28	0.08	-0.21	-0.25
11120	0.73	0.25	0.98	-0.91
11442	0.96	0.24	-0.11	-0.67
13067	0.91	0	0.17	-0.35
12233	0.83	0.29	0.12	0.62
29247	0.92	0.19	0.53	0.15
34580	0.96	0.44	0.23	-0.55
46001	0.05	0.37	-0.51	0
12530	0.55	0.12	0.33	0.94
